
1000			1.3699e-05
51000			0.000826569
101000			0.000924199
151000			0.00150741
201000			0.00214
251000			0.00287467
301000			0.003906
351000			0.00735948
401000			0.00841026
451000			0.00942268
501000			0.0106566
551000			0.0117085
601000			0.0121175
651000			0.0131937
701000			0.0145818
751000			0.0154377
801000			0.0144046
851000			0.0104078
901000			0.0113411
951000			0.0119964
1001000			0.011965
1051000			0.0128402
1101000			0.0133829
1151000			0.0122822
1201000			0.0124467
1251000			0.0142743
1301000			0.015192
1351000			0.0158
1401000			0.0154977
1451000			0.0165249
1501000			0.0175955
1551000			0.017451
1601000			0.0179922
1651000			0.0186117
1701000			0.0189147
1751000			0.0203428
1801000			0.0204341
1851000			0.0210005
1901000			0.0194684
1951000			0.01999
2001000			0.0210878
2051000			0.020699
2101000			0.0214488
2151000			0.0219113
2201000			0.0219028
2251000			0.0223552
2301000			0.0230513
2351000			0.0231611
2401000			0.0239086
2451000			0.0236171
2501000			0.0251486
2551000			0.0278121
2601000			0.0251148
2651000			0.0289564
2701000			0.0287996
2751000			0.0294228
2801000			0.0303
2851000			0.0301868
2901000			0.0316968
2951000			0.0315444
3001000			0.0301653
3051000			0.0309876
3101000			0.0308007
3151000			0.0310856
3201000			0.0312424
3251000			0.032604
3301000			0.0334276
3351000			0.0323569
3401000			0.0332176
3451000			0.0374784
3501000			0.0378443
3551000			0.0375866
3601000			0.0390839
3651000			0.0361639
3701000			0.0394365
3751000			0.0390397
3801000			0.0367702
3851000			0.0373326
3901000			0.0378177
3951000			0.0392722
4001000			0.0380884
4051000			0.039644
4101000			0.0403543
4151000			0.0421347
4201000			0.0616705
4251000			0.060095
4301000			0.0616409
4351000			0.0627702
4401000			0.0601791
4451000			0.0581885
4501000			0.0603881
4551000			0.0596326
4601000			0.0594446
4651000			0.0606904
4701000			0.0677158
4751000			0.0686704
4801000			0.0688761
4851000			0.0636022
4901000			0.0710014
4951000			0.0665962
5001000			0.0668092
5051000			0.0665853
5101000			0.0674596
5151000			0.0680644
5201000			0.0649435
5251000			0.0661177
5301000			0.0669736
5351000			0.0640748
5401000			0.064634
5451000			0.0692562
5501000			0.0704828
5551000			0.0719963
5601000			0.0714159
5651000			0.0728663
5701000			0.113029
5751000			0.121668
5801000			0.126826
5851000			0.0751508
5901000			0.0941344
5951000			0.0854662
6001000			0.08589
6051000			0.0778623
6101000			0.0798735
6151000			0.0802028
6201000			0.08117
6251000			0.0788287
6301000			0.0885605
6351000			0.0899733
6401000			0.0910449
6451000			0.0817658
6501000			0.0861042
6551000			0.0831271
6601000			0.0861516
6651000			0.0926586
6701000			0.096151
6751000			0.0955734
6801000			0.0873524
6851000			0.0893951
6901000			0.0871491
6951000			0.0892006
7001000			0.0990708
7051000			0.0978233
7101000			0.0979893
7151000			0.0924359
7201000			0.0941361
7251000			0.0910789
7301000			0.0943473
7351000			0.101974
7401000			0.104616
7451000			0.10414
7501000			0.193482
7551000			0.188448
7601000			0.160331
7651000			0.160643
7701000			0.118333
7751000			0.118832
7801000			0.109303
7851000			0.10892
7901000			0.11489
7951000			0.101567
8001000			0.0997501
8051000			0.101924
8101000			0.102508
8151000			0.114875
8201000			0.104543
8251000			0.104976
8301000			0.106202
8351000			0.106742
8401000			0.130382
8451000			0.128159
8501000			0.134474
8551000			0.189729
8601000			0.160478
8651000			0.196143
8701000			0.15077
8751000			0.129396
8801000			0.154172
8851000			0.153649
8901000			0.14811
8951000			0.151868
9001000			0.157406
9051000			0.158133
9101000			0.14378
9151000			0.15521
9201000			0.155038
9251000			0.156771
9301000			0.162957
9351000			0.16073
9401000			0.168637
9451000			0.163856
9501000			0.166532
9551000			0.143612
9601000			0.130513
9651000			0.133598
9701000			0.136269
9751000			0.143996
9801000			0.232661
9851000			0.170401
9901000			0.154238
9951000			0.14154
