3 6.254e-06
4 3.577e-05
5 0.000261556
6 0.000446034
7 0.001852
8 0.00406353
9 0.0176419
10 0.136734
11 0.285196
12 0.162492
13 0.800234
14 3.16675
15 16.8327
16 195.526
